Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"[FR-AUTH-011] Password complexity: 8+ chars, letter + digit",ECOM-27,10072,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-auth,must,mvp,security,wiki-linked,,"*Requirement (FR-AUTH-011):* The system SHALL enforce password complexity: minimum 8 characters, at least one letter and one digit. Stronger rules MAY be added later.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Register with password < 8 chars returns 422
* Register with password missing digit returns 422
* Register with password missing letter returns 422
* Server-side validation is authoritative (client validates too for UX)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0008f:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
[FR-AUTH-010] Auto-redirect to login on 401,ECOM-26,10071,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-auth,frontend,must,mvp,wiki-linked,,"*Requirement (FR-AUTH-010):* The frontend SHALL automatically redirect users to the login page when an API response returns 401.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Axios response interceptor catches 401
* Token cleared from localStorage
* Router redirects to /login
* Toast shown: ""Session expired, please log in again""",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i00087:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
[FR-AUTH-009] Frontend stores JWT in localStorage,ECOM-25,10070,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:53,16-06-2026 19:53,,,,0,fr-auth,frontend,must,mvp,wiki-linked,,"*Requirement (FR-AUTH-009):* The frontend SHALL store the JWT in browser localStorage for v1 and SHALL clear it on logout.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Successful login sets {{auth_token}} in localStorage
* Logout removes {{auth_token}} from localStorage
* Page reload reads token from localStorage and restores auth context

h3. Open question

Move to httpOnly cookie in v1.1? (CSRF vs XSS trade-off)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0007z:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:53
[FR-AUTH-008] Reject protected endpoints without valid JWT,ECOM-24,10069,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,security,wiki-linked,,"*Requirement (FR-AUTH-008):* The system SHALL reject any request that omits or presents an invalid / expired JWT on a protected endpoint with HTTP 401.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Missing Authorization header → 401
* Malformed bearer token → 401
* Tampered signature → 401
* Expired token → 401
* Verification dependency applied to all protected routes",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0007r:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-007] GET /api/auth/me returns profile,ECOM-23,10068,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,wiki-linked,,,"*Requirement (FR-AUTH-007):* The system SHALL provide an endpoint that returns the authenticated user's profile (id, username, email, first/last name).

*User story:* As a logged-in user, I want to see my profile so that I can verify the right account is in use.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* GET /api/auth/me with valid JWT returns 200 + profile JSON
* Profile excludes password hash
* Returns 401 if JWT missing/invalid (FR-AUTH-008)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0007j:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-006] JWT signed HS256 with 30-min expiry,ECOM-22,10067,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,security,wiki-linked,,"*Requirement (FR-AUTH-006):* The system SHALL sign JWTs with HS256 using a server-side secret and SHALL set an expiry no longer than 30 minutes by default.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* JWT alg header = HS256
* exp claim ≤ now + 30 min
* Secret sourced from env var (not source code) — NFR-SEC-003",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0007b:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-005] Generic 401 on invalid credentials,ECOM-21,10066,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,security,wiki-linked,,"*Requirement (FR-AUTH-005):* The system SHALL return HTTP 401 for invalid credentials without revealing which of username / password was wrong.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Unknown username returns 401
* Known username with wrong password returns 401
* Both responses are identical (no field-specific message)
* Deactivated user (is_active=false) login also returns 401",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i00073:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-004] JWT login for registered users,ECOM-20,10065,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,wiki-linked,,,"*Requirement (FR-AUTH-004):* The system SHALL allow registered users to authenticate by submitting username and password, issuing a JWT on success.

*User story:* As a returning user, I want to log in so that I can resume where I left off.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* POST /api/auth/login with valid creds returns 200 + JWT
* Response body: {{{ access_token, token_type: ""bearer"" }}}
* JWT contains sub=user_id and exp claim",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0006v:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-003] Bcrypt password hashing,ECOM-19,10064,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,security,wiki-linked,,"*Requirement (FR-AUTH-003):* The system SHALL hash passwords with bcrypt (≥ 12 rounds) before persistence. Plaintext passwords MUST NOT be logged or returned in any API response.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Stored password hash starts with {{$2b$12$}} or stronger
* No endpoint returns the password field
* Application logs do not contain the plaintext password
* Pair with NFR-SEC-002",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0006n:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-002] Enforce uniqueness of username and email,ECOM-18,10063,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,wiki-linked,,,"*Requirement (FR-AUTH-002):* The system SHALL enforce uniqueness of username and email, returning HTTP 409 on conflict.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* Attempt to register an existing username returns 409
* Attempt to register an existing email returns 409
* Error message is generic (no leak of which field clashed)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0006f:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[FR-AUTH-001] Register new user account,ECOM-17,10062,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:52,16-06-2026 19:52,,,,0,fr-auth,must,mvp,wiki-linked,,,"*Requirement (FR-AUTH-001):* The system SHALL allow a visitor to register a new account by providing username, email, password, first name, and last name.

*User story:* As a new visitor, I want to register an account so that I can start shopping and persist a cart.

*Priority:* Must (MVP)
*Epic:* ECOM-6
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Acceptance criteria

* POST /api/auth/register accepts username, email, password, first_name, last_name
* Returns 201 on success with the created user (no password)
* Field validation rejects malformed input with 422",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i00067:,,,,,10051,ECOM-6,[AUTH] Authentication & User Management,To Do,16-06-2026 19:52
[NFR-OBS] Observability & Compliance,ECOM-16,10061,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,mvp,non-functional,wiki-linked,,,,"h2. Observability & Compliance

Structured logging, metrics, traces, audit logs, alerts, error tracking, GDPR data subject runbook, retention policy.

*Requirement ID prefix:* {{NFR-OBS-*}}
*Priority:* MVP (mixed Must / Should)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1703937

h3. Headline targets

* 100% structured request logs
* Prometheus /metrics endpoint
* Logs ≥ 30d retention; audit logs ≥ 365d
* Alerts on error rate / p95 / readiness
* No PII in INFO/DEBUG logs

h3. Scope (12 tasks)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0005z:,,,,,,,,To Do,16-06-2026 19:51
[NFR-MNT] Maintainability & Portability,ECOM-15,10060,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,mvp,non-functional,wiki-linked,,,,"h2. Maintainability & Portability

Test coverage, lint/type cleanliness, 12-factor config, Docker, SQLite↔Postgres portability, single-command bootstrap, OpenAPI documentation, code organisation.

*Requirement ID prefix:* {{NFR-MNT-*}}
*Priority:* MVP
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1671170

h3. Headline targets

* Backend coverage ≥ 80%; frontend ≥ 70%
* Lint + types clean in CI
* Single-command bootstrap (make dev / docker compose up)
* Cyclomatic complexity ≤ 10/fn

h3. Scope (14 tasks)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0005r:,,,,,,,,To Do,16-06-2026 19:51
[NFR-USE] Usability & Accessibility,ECOM-14,10059,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,mvp,non-functional,wiki-linked,,,,"h2. Usability & Accessibility

WCAG 2.1 AA, keyboard navigation, screen-reader support, responsive design across mobile/tablet/desktop, color contrast, focus indicators.

*Requirement ID prefix:* {{NFR-USE-*}}
*Priority:* MVP
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638443

h3. Headline targets

* WCAG 2.1 AA on all primary flows
* Lighthouse Accessibility ≥ 90
* Three responsive breakpoints
* Last 2 versions of Chrome/Firefox/Safari/Edge

h3. Scope (12 tasks)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0005j:,,,,,,,,To Do,16-06-2026 19:51
[NFR-REL] Reliability & Availability,ECOM-13,10058,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,mvp,non-functional,wiki-linked,,,,"h2. Reliability & Availability

Uptime, graceful degradation, transactional integrity, backups, MTTR, stateless API for zero-downtime rolling deploy.

*Requirement ID prefix:* {{NFR-REL-*}}
*Priority:* MVP
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638422

h3. Headline targets

* ≥ 99.5% uptime SLO
* MTTR ≤ 30 min
* Daily backups, quarterly restore drill
* Liveness + readiness probes
* ≤ 5 min rollback

h3. Scope (10 tasks)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0005b:,,,,,,,,To Do,16-06-2026 19:51
[NFR-SEC] Security & Privacy,ECOM-12,10057,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,mvp,non-functional,wiki-linked,,,,"h2. Security & Privacy

OWASP Top 10 coverage, bcrypt password hashing, JWT hardening, TLS, CORS, security headers, dependency scanning, PII handling.

*Requirement ID prefix:* {{NFR-SEC-*}}
*Priority:* MVP (mostly Must)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1638401

h3. Headline targets

* 100% OWASP Top 10 coverage
* bcrypt ≥ 12 rounds; JWT ≤ 30 min expiry
* HTTPS / HSTS in non-local environments
* SAST in CI; critical CVEs block merge

h3. Scope (15 tasks)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i00053:,,,,,,,,To Do,16-06-2026 19:51
[NFR-PERF] Performance & Scalability,ECOM-11,10056,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,mvp,non-functional,wiki-linked,,,,"h2. Performance & Scalability

API latency, throughput, frontend perf, horizontal scaling, caching. Measurable thresholds verified via load test (k6/Locust) and Lighthouse CI.

*Requirement ID prefix:* {{NFR-PERF-*}}
*Priority:* MVP (mixed Must / Should)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1605633

h3. Headline targets

* API p50 ≤ 100 ms, p95 ≤ 300 ms, p99 ≤ 800 ms
* ≥ 100 RPS sustained on catalog reads
* Lighthouse Performance ≥ 85
* Bundle ≤ 200 KB gzipped initial route
* 200 concurrent users supported

h3. Scope (10 tasks)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0004v:,,,,,,,,To Do,16-06-2026 19:51
[ADM] Admin & Inventory (v2),ECOM-10,10055,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,functional,v2,wiki-linked,,,,"h2. Admin & Inventory (v2)

Operational surface for staff: catalog CRUD, inventory adjustments, order status transitions, user management, audit log. Introduces role-based access control (USER / ADMIN).

*Requirement ID prefix:* {{FR-ADM-*}}
*Priority:* v2 / FUTURE
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. Scope (12 tickets)

* Role attribute on User
* Product create / update / soft-deactivate
* Inventory adjustments with audit
* List all orders, transition status
* Deactivate user accounts
* Admin metrics endpoints
* Audit log for all admin actions

h3. Dependencies

Extension of 4.1 Authentication (role attribute).",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0004n:,,,,,,,,To Do,16-06-2026 19:51
[ORD] Checkout & Order Management,ECOM-9,10054,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:51,16-06-2026 19:51,,,,0,functional,mvp,wiki-linked,,,,"h2. Checkout & Order Management

Converts a cart into a persisted order: line items, prices-at-purchase, shipping address, placeholder payment method. Atomic stock decrement, cart clear, order insert. Order lifecycle: PENDING → CONFIRMED → SHIPPED → DELIVERED (or CANCELLED).

*Requirement ID prefix:* {{FR-ORD-*}}
*Priority:* MVP (P0)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. Scope (15 stories)

* Order creation, list, detail
* Atomic stock decrement, price snapshot
* Owner-only access (404 not 403 on foreign orders)
* Status lifecycle
* v1.1: cancel order, idempotency key, email confirmation

h3. Dependencies

4.1 Authentication, 4.2 Catalog, 4.3 Cart.",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0004f:,,,,,,,,To Do,16-06-2026 19:51
[CART] Shopping Cart,ECOM-8,10053,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:50,16-06-2026 19:50,,,,0,functional,mvp,wiki-linked,,,,"h2. Shopping Cart

Lets an authenticated shopper collect products before checkout. Cart contents are persisted server-side, scoped per user, and survive across sessions and devices. Auto-cleared on successful order creation.

*Requirement ID prefix:* {{FR-CART-*}}
*Priority:* MVP (P0)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. Scope (15 stories)

* Add / view / update / remove / clear
* Per-user server-side persistence
* Stock and active-product validation
* Live cart-badge in header
* Auto-clear after checkout

h3. Dependencies

4.1 Authentication, 4.2 Catalog.",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i00047:,,,,,,,,To Do,16-06-2026 19:50
[CAT] Product Catalog & Browsing,ECOM-7,10052,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:50,16-06-2026 19:50,,,,0,functional,mvp,wiki-linked,,,,"h2. Product Catalog & Browsing

Read-mostly catalog surface that lets shoppers browse, search, filter, and inspect products. Mutating endpoints are admin-only (see ADM epic).

*Requirement ID prefix:* {{FR-CAT-*}}
*Priority:* MVP (P0)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1540097

h3. Scope (13 stories)

* List products, search by keyword, filter by category, combined filters
* Single-product detail endpoint
* Inventory / in-stock surfacing
* Seeded products for demos
* v1.1: pagination, sort, faceted aggregation

h3. Dependencies

4.1 Authentication (for purchase actions only — browsing is public).",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0003z:,,,,,,,,To Do,16-06-2026 19:50
[AUTH] Authentication & User Management,ECOM-6,10051,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:50,16-06-2026 19:50,,,,0,functional,mvp,wiki-linked,,,,"h2. Authentication & User Management

Foundational subsystem providing user registration, JWT-based login, session continuity, and identity retrieval. Every other subsystem (Cart, Orders) depends on the authenticated user identity it produces.

*Requirement ID prefix:* {{FR-AUTH-*}}
*Priority:* MVP (P0)
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1507329

h3. Scope (15 stories)

* Register, login, logout, JWT issuance & verification
* Profile retrieval, password rules
* Seeded test users (standard_user / problem_user / performance_user)
* v1.1: refresh tokens, password reset
* v2 (future): OAuth social login

h3. Dependencies

None — foundational.",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i0003r:,,,,,,,,To Do,16-06-2026 19:50
Task 4,ECOM-3,10016,Bug,Done,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,Done,,,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,14-06-2026 15:01,14-06-2026 15:01,,14-06-2026 15:01,28-06-2026 00:00,0,,,,,,,,,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,,,,,,,,,,0|i0003j:,,,,,,,,Done,14-06-2026 15:01
Epic 1,ECOM-1,10014,Epic,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,14-06-2026 15:01,14-06-2026 15:01,12-07-2026 20:16,,,0,,,,,,,,,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,,,,,,,,,,0|i00033:,,,,,,,,To Do,14-06-2026 15:01
